feedback_id,order_id,rating,review,feedback_time
5401,4401,4.6,"Amazing experience, five stars.",2025-03-05 06:21:00
5402,4402,4.4,Not happy with delay.,2025-01-21 04:51:00
5403,4403,4.4,Good but expected faster.,2025-02-03 10:16:00
5404,4404,4.8,On-time and professional rider.,2025-02-19 08:02:00
5405,4405,4.0,"Order was cancelled, disappointed.",2025-01-15 19:45:00
5406,4406,4.9,Product was great but delivery delayed.,2025-02-02 06:07:00
5407,4407,5.0,Not happy with delay.,2025-02-28 22:30:00
5408,4408,4.2,Satisfied with service.,2025-04-09 01:24:00
5409,4409,5.0,Impressed by the premium handling.,2025-03-08 02:18:00
5410,4410,3.9,Impressed by the premium handling.,2025-01-21 10:19:00
5411,4411,5.0,"Order was cancelled, disappointed.",2025-03-19 11:45:00
5412,4412,4.6,Not happy with delay.,2025-04-08 08:41:00
5413,4413,3.9,Good but expected faster.,2025-01-04 23:41:00
5414,4414,5.0,Good but expected faster.,2025-01-14 20:02:00
5415,4415,4.4,Not happy with delay.,2025-01-08 13:47:00
5416,4416,5.0,"Amazing experience, five stars.",2025-02-17 20:02:00
5417,4417,4.9,"Order was cancelled, disappointed.",2025-03-07 16:16:00
5418,4418,5.0,On-time and professional rider.,2025-05-03 11:13:00
5419,4419,4.9,"Fast delivery, excellent packaging.",2025-04-01 05:41:00
5420,4420,5.0,Not happy with delay.,2025-03-13 17:36:00
5421,4421,4.3,"Amazing experience, five stars.",2025-01-16 19:35:00
5422,4422,4.6,Impressed by the premium handling.,2025-02-18 14:45:00
5423,4423,4.6,Good but expected faster.,2025-01-01 14:21:00
5424,4424,4.6,Product was great but delivery delayed.,2025-05-14 14:48:00
5425,4425,5.0,"Order was cancelled, disappointed.",2025-05-08 11:28:00
5426,4426,5.0,Good but expected faster.,2025-03-28 22:50:00
5427,4427,4.4,On-time and professional rider.,2025-04-10 13:00:00
5428,4428,4.4,"Amazing experience, five stars.",2025-04-16 19:02:00
5429,4429,2.9,Impressed by the premium handling.,2025-02-28 16:36:00
5430,4430,4.9,On-time and professional rider.,2025-01-02 21:15:00
5431,4431,4.4,"Fast delivery, excellent packaging.",2025-01-06 19:39:00
5432,4432,4.3,"Packaging top-notch, will order again.",2025-01-05 20:06:00
5433,4433,5.0,Product was great but delivery delayed.,2025-02-18 19:01:00
5434,4434,4.7,"Fast delivery, excellent packaging.",2025-02-23 07:37:00
5435,4435,5.0,"Order was cancelled, disappointed.",2025-04-05 04:45:00
5436,4436,4.5,Good but expected faster.,2025-01-12 22:10:00
5437,4437,5.0,Satisfied with service.,2025-01-26 14:35:00
5438,4438,4.9,Satisfied with service.,2025-03-05 14:29:00
5439,4439,4.7,Impressed by the premium handling.,2025-01-16 23:54:00
5440,4440,4.7,Not happy with delay.,2025-01-10 10:50:00
5441,4441,4.8,Good but expected faster.,2025-01-23 12:33:00
5442,4442,4.9,Satisfied with service.,2025-02-19 10:19:00
5443,4443,5.0,"Amazing experience, five stars.",2025-03-03 22:09:00
5444,4444,4.1,"Packaging top-notch, will order again.",2025-01-20 20:47:00
5445,4445,4.3,Impressed by the premium handling.,2025-04-19 10:31:00
5446,4446,4.8,Product was great but delivery delayed.,2025-03-13 08:28:00
5447,4447,4.8,"Fast delivery, excellent packaging.",2025-02-04 04:57:00
5448,4448,4.6,"Fast delivery, excellent packaging.",2025-03-10 21:45:00
5449,4449,4.4,Satisfied with service.,2025-03-01 08:16:00
5450,4450,5.0,Impressed by the premium handling.,2025-03-14 04:10:00
5451,4451,4.7,Satisfied with service.,2025-03-07 10:08:00
5452,4452,2.7,"Fast delivery, excellent packaging.",2025-02-27 21:15:00
5453,4453,2.6,"Order was cancelled, disappointed.",2025-04-09 18:04:00
5454,4454,4.8,On-time and professional rider.,2025-04-24 23:29:00
5455,4455,3.8,Good but expected faster.,2025-02-17 06:11:00
5456,4456,5.0,Impressed by the premium handling.,2025-03-05 06:13:00
5457,4457,4.7,"Amazing experience, five stars.",2025-03-14 07:24:00
5458,4458,4.3,Satisfied with service.,2025-01-28 10:05:00
5459,4459,3.1,Satisfied with service.,2025-02-20 04:59:00
5460,4460,4.5,Not happy with delay.,2025-04-28 21:34:00
5461,4461,5.0,"Packaging top-notch, will order again.",2025-02-24 16:46:00
5462,4462,4.8,Product was great but delivery delayed.,2025-02-12 05:13:00
5463,4463,5.0,Satisfied with service.,2025-01-10 19:09:00
5464,4464,5.0,"Amazing experience, five stars.",2025-03-24 17:10:00
5465,4465,5.0,Product was great but delivery delayed.,2025-03-01 12:55:00
5466,4466,4.5,"Packaging top-notch, will order again.",2025-04-06 15:37:00
5467,4467,4.9,Not happy with delay.,2025-03-08 15:14:00
5468,4468,4.2,Satisfied with service.,2025-01-14 05:49:00
5469,4469,4.3,Product was great but delivery delayed.,2025-02-16 03:47:00
5470,4470,4.7,Product was great but delivery delayed.,2025-03-01 17:15:00
5471,4471,5.0,"Order was cancelled, disappointed.",2025-04-20 18:21:00
5472,4472,4.7,Product was great but delivery delayed.,2025-02-02 13:26:00
5473,4473,3.8,"Fast delivery, excellent packaging.",2025-03-24 12:52:00
5474,4474,4.8,"Packaging top-notch, will order again.",2025-05-06 14:39:00
5475,4475,4.2,"Amazing experience, five stars.",2025-04-29 10:13:00
5476,4476,4.3,Not happy with delay.,2025-02-18 17:11:00
5477,4477,4.9,"Packaging top-notch, will order again.",2025-02-27 12:03:00
5478,4478,5.0,On-time and professional rider.,2025-04-23 06:06:00
5479,4479,4.4,"Fast delivery, excellent packaging.",2025-05-13 18:47:00
5480,4480,4.7,Not happy with delay.,2025-04-04 09:40:00
5481,4481,4.4,On-time and professional rider.,2025-02-11 07:36:00
5482,4482,4.2,Product was great but delivery delayed.,2025-04-28 10:21:00
5483,4483,4.3,"Packaging top-notch, will order again.",2025-02-01 16:58:00
5484,4484,4.6,"Amazing experience, five stars.",2025-05-12 05:08:00
5485,4485,4.5,Not happy with delay.,2025-01-13 06:02:00
5486,4486,4.8,Good but expected faster.,2025-02-18 22:24:00
5487,4487,4.6,On-time and professional rider.,2025-04-12 03:55:00
5488,4488,3.1,"Order was cancelled, disappointed.",2025-03-20 11:31:00
5489,4489,4.8,"Fast delivery, excellent packaging.",2025-02-10 11:36:00
5490,4490,4.4,"Fast delivery, excellent packaging.",2025-04-14 15:57:00
5491,4491,5.0,"Order was cancelled, disappointed.",2025-04-05 10:35:00
5492,4492,4.3,"Fast delivery, excellent packaging.",2025-04-12 15:57:00
5493,4493,5.0,Impressed by the premium handling.,2025-01-05 01:41:00
5494,4494,5.0,Impressed by the premium handling.,2025-01-23 08:04:00
5495,4495,4.9,Not happy with delay.,2025-05-10 03:51:00
5496,4496,4.0,Good but expected faster.,2025-05-06 04:08:00
5497,4497,5.0,"Amazing experience, five stars.",2025-02-27 19:38:00
5498,4498,5.0,Product was great but delivery delayed.,2025-04-20 16:10:00
5499,4499,4.7,Impressed by the premium handling.,2025-05-11 01:07:00
5500,4500,5.0,On-time and professional rider.,2025-04-11 04:36:00
